viewer_uid,age,sex,age_class
10080664,33,female,2
10677175,33,male,2
10855809,34,male,2
10018053,31,female,2
10104390,30,male,1
10820390,27,female,1
10077296,28,female,1
10507829,35,male,2
10397601,40,male,2
10186508,51,male,3
10011772,29,female,1
10076250,30,male,1
10358195,39,male,2
10329086,22,male,1
10149822,40,male,2
10112747,30,male,1
10211818,28,female,1
10942544,20,male,0
10104852,43,male,3
10125283,50,male,3
10149185,35,male,2
10049942,31,female,2
10364744,24,male,1
10052045,23,female,1
10035910,26,male,1
10011487,30,female,1
10960306,37,male,2
10418802,49,male,3
10535716,30,male,1
10735261,22,female,1
10189366,34,male,2
10305992,40,male,2
10374848,34,female,2
10226183,54,male,3
10023370,32,male,2
10159978,35,male,2
10399617,53,female,3
10061291,22,female,1
10648960,22,female,1
10602157,38,male,2
10149546,37,male,2
10037159,27,male,1
10070548,22,female,1
10024095,44,female,3
10043397,32,female,2
10337225,44,male,3
10031765,29,female,1
10263247,33,male,2
10161910,41,male,3
10592784,39,female,2
10263909,47,male,3
10059435,24,male,1
10375299,31,male,2
10037721,30,female,1
10754409,32,female,2
10014552,23,female,1
10813904,20,male,0
10439052,24,female,1
10037886,48,female,3
10013926,41,female,3
10467507,43,female,3
10233124,41,male,3
10018897,32,female,2
10012208,33,female,2
10555999,28,female,1
10025066,54,male,3
10046605,43,female,3
10179838,46,female,3
10911908,26,male,1
10635440,45,male,3
10060027,45,male,3
10075330,35,female,2
10429308,40,male,2
10059972,23,male,1
10046925,39,male,2
10012455,32,female,2
10168284,24,female,1
10209727,24,female,1
10032640,24,male,1
10037043,30,female,1
10140668,47,male,3
10004746,46,male,3
10049363,37,female,2
10011200,38,female,2
10382702,39,female,2
10229004,40,male,2
10392814,29,female,1
10054891,42,female,3
10793004,37,male,2
10731152,35,male,2
10058646,32,female,2
10255699,46,male,3
10870041,36,female,2
10840024,35,female,2
10041538,31,male,2
10412528,50,female,3
10066514,49,male,3
10063035,23,female,1
10370940,30,male,1
10038332,29,female,1
10030158,50,female,3
10688460,21,female,1
10144124,51,male,3
10171347,42,male,3
10035985,35,female,2
10050226,35,female,2
10212150,36,male,2
10131626,52,male,3
10044376,29,male,1
10847370,20,male,0
10530582,42,female,3
10976745,19,male,0
10537466,29,male,1
10045852,34,female,2
10369274,25,female,1
10034296,34,male,2
10006524,39,female,2
10727846,20,female,0
10623139,30,male,1
10078372,33,male,2
10007322,47,male,3
10039617,31,female,2
10060305,34,female,2
10556666,32,male,2
10083381,25,female,1
10112794,28,female,1
10478276,35,female,2
11040711,23,male,1
10087730,25,male,1
10532377,29,male,1
10442535,53,female,3
10554402,26,male,1
10250981,51,male,3
10122864,54,male,3
10078875,40,male,2
10050933,30,female,1
10865066,33,male,2
10127261,40,female,2
10183104,31,male,2
10058519,45,male,3
10014686,30,female,1
10491467,30,female,1
10110281,44,female,3
10224799,41,male,3
10334831,32,male,2
10637095,34,male,2
10226448,49,male,3
10037763,36,female,2
10855971,41,female,3
10138824,50,male,3
10036470,26,female,1
10068310,36,female,2
10255939,48,male,3
10167569,54,male,3
10942374,36,male,2
10523940,26,male,1
10024028,28,female,1
10053189,37,female,2
10132560,50,male,3
10093149,32,female,2
10732826,25,male,1
10130296,44,male,3
10038432,38,female,2
10507823,26,female,1
10420191,22,male,1
10197057,32,male,2
10738063,36,female,2
10010374,38,male,2
10703122,32,male,2
10062371,27,male,1
10251755,49,female,3
10103340,20,male,0
10156763,54,male,3
10894769,35,male,2
11115029,21,female,1
10230738,24,female,1
10485109,19,female,0
10042490,28,female,1
10188803,43,male,3
10298409,23,female,1
10678086,13,male,0
10129749,21,female,1
10006473,36,male,2
10305465,24,female,1
10095562,35,female,2
10030488,26,female,1
10167108,39,male,2
10440884,36,female,2
10109382,31,female,2
10080334,28,female,1
10014919,36,female,2
10149092,36,male,2
10655812,37,male,2
10732829,23,male,1
10232099,38,male,2
10479592,42,female,3
10653231,44,female,3
10111137,28,female,1
10851008,43,male,3
10023876,37,female,2
10095317,26,male,1
10084842,35,male,2
10847378,29,female,1
10187553,44,male,3
10104077,36,female,2
10136101,31,female,2
10816491,39,female,2
10845251,36,female,2
10104595,32,female,2
10781066,22,male,1
10146410,45,male,3
10013840,30,female,1
10008679,22,male,1
10028039,36,female,2
10067450,26,female,1
10104716,24,female,1
10356382,45,female,3
10675074,26,female,1
10967144,36,female,2
10043421,33,female,2
10304520,24,female,1
10530502,24,male,1
10254580,35,male,2
10045634,30,male,1
10093398,20,female,0
10167544,26,male,1
10163450,34,male,2
10283427,30,female,1
10100512,30,female,1
10132764,44,male,3
10137159,48,female,3
10733138,36,female,2
10149265,43,male,3
10368548,22,male,1
10417767,48,male,3
10140929,40,male,2
10262184,24,female,1
10893960,23,female,1
10132335,30,female,1
10203523,41,male,3
10680728,34,male,2
10124045,42,male,3
10073153,49,female,3
10842340,33,male,2
10035248,35,female,2
10124727,24,male,1
10636223,40,female,2
10948705,22,female,1
11089542,19,male,0
10429229,50,male,3
10092835,24,female,1
10203066,22,male,1
10020259,30,female,1
10082504,38,female,2
10115479,19,female,0
10013595,22,female,1
10404994,24,male,1
10126079,33,male,2
11116268,26,male,1
10660042,51,female,3
11109836,33,female,2
10076138,37,male,2
10752858,21,female,1
10674395,24,female,1
10011476,33,female,2
10075347,28,female,1
10325819,39,male,2
10053304,42,male,3
10106254,25,female,1
10303674,48,female,3
10061624,47,male,3
10646872,41,female,3
10075306,29,female,1
10161475,13,female,0
10072551,37,female,2
10122792,40,male,2
10502731,29,male,1
10192083,39,male,2
10223859,35,male,2
10199899,43,male,3
10026892,25,female,1
10021578,37,female,2
10169228,46,male,3
10235579,35,male,2
10223996,22,male,1
10020544,46,female,3
10680427,26,male,1
10104409,21,female,1
10146566,44,male,3
10296114,42,male,3
10837536,38,female,2
10060912,35,female,2
10844995,24,male,1
10479926,23,male,1
10253043,32,female,2
10059200,27,female,1
10116314,36,male,2
10180718,33,male,2
10082612,32,female,2
10243913,52,male,3
10176368,50,male,3
10925885,28,male,1
10725824,30,female,1
10077362,54,female,3
10083516,26,female,1
10151152,44,female,3
10966434,50,female,3
10558106,29,male,1
10674681,34,female,2
10659854,28,female,1
10396064,37,male,2
10023912,29,male,1
10022479,48,male,3
10784863,20,male,0
10009897,33,male,2
10037656,28,female,1
10086111,38,female,2
10055935,24,female,1
10155561,45,female,3
10486814,44,male,3
10032561,33,female,2
10716342,24,female,1
10035312,28,male,1
10036893,35,female,2
10729811,35,male,2
10078225,23,female,1
10157394,50,male,3
10027755,36,male,2
10099224,42,female,3
10084210,32,female,2
11115178,30,female,1
10809099,40,male,2
10077675,39,female,2
10164706,34,male,2
10839181,32,female,2
10174865,25,female,1
10039523,30,female,1
10167554,29,male,1
10924743,21,male,1
10124610,32,male,2
10053259,31,female,2
10344141,20,female,0
10169692,38,female,2
10019812,30,male,1
10316045,28,female,1
10104659,35,female,2
10738180,38,female,2
10156896,46,male,3
10011183,27,female,1
10426173,28,female,1
11076650,36,female,2
10220384,39,male,2
10170194,32,male,2
10016540,29,female,1
10069584,24,female,1
10578890,40,female,2
10247732,51,male,3
10055729,25,male,1
10147084,50,male,3
10110502,29,female,1
10052800,20,female,0
10166285,42,male,3
10836520,21,male,1
10198271,48,male,3
10674320,34,female,2
10465175,44,male,3
10067988,27,female,1
10241136,43,male,3
10027665,49,female,3
10106853,35,male,2
10015028,26,female,1
10030789,24,female,1
10187191,49,male,3
10024507,28,female,1
10085304,26,female,1
10712692,35,female,2
10095828,29,male,1
10256668,53,male,3
10170448,32,female,2
10163439,41,male,3
10077450,33,female,2
10065729,30,male,1
10005912,40,male,2
10833803,27,male,1
10028547,25,female,1
10509374,20,female,0
10031138,34,female,2
10091557,30,male,1
10721760,26,female,1
10044178,32,female,2
10536220,33,male,2
10158114,40,male,2
10926554,36,female,2
10957878,33,female,2
10538235,33,female,2
10029487,23,female,1
10042097,30,female,1
10079637,23,female,1
10146341,20,male,0
10018384,29,female,1
10034420,31,female,2
10081068,28,male,1
10795424,35,female,2
10675193,37,female,2
10891661,39,male,2
10086476,46,female,3
10097080,26,female,1
10249694,38,female,2
10924819,41,male,3
10078093,30,female,1
10503635,47,male,3
10063459,35,male,2
10030163,30,female,1
10038681,28,male,1
10000981,36,male,2
10735223,39,male,2
10810158,35,male,2
10531690,45,male,3
10066994,51,male,3
10017021,30,male,1
10080183,36,male,2
10381402,29,male,1
11126092,24,female,1
10154289,45,male,3
10028637,38,female,2
10231462,18,male,0
10084306,25,male,1
10041000,41,male,3
10080375,39,male,2
10000538,34,male,2
10574823,40,male,2
10742766,24,male,1
10106592,29,male,1
10373459,30,male,1
10011946,23,female,1
10229191,47,male,3
10043273,22,female,1
10148100,34,male,2
10059742,30,female,1
10359345,40,male,2
10334950,38,male,2
10133588,54,female,3
10039491,24,male,1
10860826,32,male,2
10167836,45,male,3
10032273,40,male,2
10491274,24,male,1
10912469,39,male,2
11107526,27,female,1
10051641,28,female,1
10041162,31,male,2
10229212,38,male,2
10162194,42,female,3
10089884,24,male,1
10089772,23,female,1
10367716,20,female,0
10108843,19,female,0
10048559,33,male,2
10309706,18,female,0
10031960,28,female,1
10179968,51,male,3
10157337,43,female,3
10078189,32,female,2
10087258,23,female,1
10249999,46,female,3
10534202,34,male,2
10016749,39,male,2
10033536,30,female,1
10071310,24,male,1
10562112,29,male,1
10013264,24,female,1
10027648,34,male,2
10078319,25,female,1
10001251,48,male,3
10634180,42,female,3
10035188,25,female,1
10080797,27,female,1
10150700,43,female,3
10227538,36,male,2
10166760,43,male,3
10439778,24,male,1
10319350,24,female,1
10078904,23,male,1
10049489,25,male,1
10831809,37,female,2
10585945,24,female,1
10081286,47,male,3
10315752,31,female,2
10026788,42,male,3
10071434,28,female,1
10027149,52,male,3
10210982,42,male,3
10364309,39,female,2
10778354,20,male,0
10127692,46,female,3
10225408,28,male,1
10672906,41,male,3
10895626,52,female,3
10083185,25,female,1
10026967,27,male,1
10623497,30,male,1
10317229,39,female,2
11115214,27,female,1
10075531,25,female,1
10103108,37,female,2
10052889,44,female,3
10891073,23,male,1
10174062,22,female,1
10385433,39,male,2
10102660,49,female,3
10206014,35,male,2
10072752,37,female,2
10792890,41,female,3
10298112,39,male,2
10188634,29,female,1
10059423,40,male,2
10090002,32,female,2
10800302,20,male,0
10062947,23,female,1
10383681,47,male,3
10063723,41,female,3
11115837,40,male,2
10009244,38,male,2
10363773,40,male,2
10061535,24,female,1
10021035,24,female,1
10180911,35,male,2
10100661,26,male,1
10251120,37,male,2
10578521,35,female,2
10083955,40,female,2
10557162,26,female,1
10062875,39,male,2
10013355,36,female,2
10023442,27,female,1
10070912,36,male,2
10796658,20,female,0
10105453,28,male,1
10061273,23,female,1
10044411,25,female,1
10037575,31,female,2
10733038,27,male,1
10198136,45,male,3
10580889,38,female,2
10195519,50,male,3
10096810,23,female,1
10735966,39,female,2
10188378,50,male,3
10390907,30,male,1
10159826,40,male,2
10104096,31,female,2
10021544,33,female,2
10404159,23,female,1
10199418,50,male,3
10110738,24,female,1
10412572,49,female,3
10071606,34,female,2
10380242,34,male,2
10026318,24,male,1
10079540,27,female,1
10534673,29,female,1
10073578,54,female,3
10249842,44,male,3
10063778,44,female,3
10190886,35,male,2
10082937,44,female,3
10259633,26,male,1
10042950,47,female,3
10428668,31,female,2
10037008,36,female,2
10066182,52,male,3
10567908,24,male,1
10013432,34,male,2
10042326,44,female,3
10055882,32,female,2
10625853,41,male,3
10016921,34,male,2
10279126,21,male,1
10678574,42,female,3
10475203,45,female,3
10162052,21,female,1
10865765,53,male,3
10654746,29,female,1
10680000,30,female,1
10038051,27,female,1
10146632,32,female,2
10868705,38,male,2
10086340,25,female,1
10186015,27,female,1
10894690,40,female,2
10067893,38,female,2
10855787,22,female,1
10199195,32,male,2
10215260,28,male,1
10027775,42,female,3
10047438,32,female,2
10008375,31,female,2
10853653,24,male,1
10374040,28,male,1
10098469,22,female,1
10001264,42,female,3
10005389,31,female,2
10370880,18,female,0
10015790,28,female,1
10125761,30,female,1
10120492,33,female,2
10568299,26,male,1
10045024,29,female,1
10459101,22,female,1
10026960,35,female,2
10023617,24,male,1
10771395,45,male,3
10036849,36,female,2
10053631,29,male,1
10076075,41,female,3
10476519,54,female,3
10681623,25,male,1
10415486,31,female,2
10401862,25,female,1
10039511,36,female,2
10078737,31,male,2
10063209,43,male,3
10043043,27,female,1
10002714,43,male,3
10767814,34,male,2
10011460,26,female,1
10083435,12,female,0
10130425,52,male,3
10025835,36,female,2
10128985,32,male,2
10000987,43,male,3
10157526,49,male,3
10947760,20,male,0
10844469,22,male,1
10005212,43,male,3
10024808,38,female,2
10504935,30,female,1
10677862,26,female,1
10188666,35,male,2
10039253,34,female,2
10328660,12,female,0
10064835,38,female,2
10865876,28,male,1
10218107,48,male,3
10514290,26,female,1
10019454,32,female,2
10030045,34,male,2
10504333,47,female,3
10061892,47,female,3
10053260,25,female,1
10950298,20,female,0
10660775,22,male,1
10679103,23,female,1
10181859,40,female,2
10173854,36,male,2
10884175,22,female,1
10086647,25,male,1
10016151,32,female,2
10180209,54,female,3
10252564,38,male,2
10042512,42,female,3
10344622,24,female,1
10008531,43,female,3
10663161,29,male,1
10049811,21,female,1
10787487,38,male,2
10008417,48,male,3
10374172,26,female,1
10650973,20,female,0
10046789,31,male,2
10004597,24,male,1
10508111,25,female,1
10847765,23,female,1
10238899,36,female,2
10020098,45,female,3
10049370,24,female,1
10377016,37,male,2
10115002,26,female,1
10303571,36,female,2
10026998,26,female,1
10681526,33,male,2
10167604,53,male,3
10041277,30,female,1
10814228,20,female,0
10029156,37,female,2
10003176,44,male,3
10726299,28,male,1
10380933,43,female,3
10108576,44,male,3
10079277,43,female,3
10306985,27,male,1
10222282,50,male,3
10109081,40,male,2
10722939,22,female,1
10303533,30,male,1
10270497,32,male,2
10836611,19,male,0
10511195,23,female,1
10531162,25,male,1
10406136,39,female,2
10068436,33,male,2
10280009,38,male,2
10036681,41,male,3
10256810,28,female,1
10353885,30,female,1
10036034,29,female,1
10020592,34,female,2
10020224,45,female,3
10025059,32,female,2
10418576,51,female,3
10129786,25,female,1
10628828,47,female,3
10017581,24,female,1
10567494,29,male,1
10064635,42,male,3
10039205,36,female,2
10798237,35,male,2
10203310,38,female,2
10067788,35,male,2
10013302,24,male,1
10031086,38,female,2
10856606,26,male,1
10016675,27,female,1
10005294,42,male,3
10012646,42,female,3
10555646,25,male,1
10162528,53,male,3
10026676,44,female,3
10079751,24,female,1
10380995,23,female,1
10175678,37,female,2
10051167,37,female,2
10418125,52,female,3
10634046,23,male,1
10089041,21,female,1
10855446,37,male,2
10302208,35,male,2
10165090,47,female,3
11094460,20,female,0
10815894,25,male,1
10063208,25,female,1
10687410,34,male,2
10043051,26,female,1
10064466,30,female,1
10014440,34,female,2
10122280,41,male,3
10476309,47,female,3
10273968,20,female,0
10178711,41,male,3
10018769,23,male,1
10559317,28,male,1
10212830,28,female,1
10088128,22,female,1
10250649,36,female,2
10195391,41,male,3
10244301,38,male,2
10028312,36,female,2
10649896,25,female,1
10094084,37,female,2
10895348,32,male,2
10570704,28,male,1
10508475,36,male,2
10356314,35,male,2
10878209,36,female,2
10283884,43,female,3
10308512,25,female,1
10099811,35,female,2
10781577,37,female,2
10832832,41,male,3
10162560,37,male,2
10089934,25,female,1
10091523,24,female,1
10418165,48,male,3
10042781,41,female,3
10090017,34,male,2
10957478,24,male,1
10684157,29,female,1
10231552,36,male,2
10183404,30,male,1
10143009,47,male,3
10034808,23,female,1
10137350,32,male,2
10593253,38,female,2
10464153,43,male,3
10140364,38,female,2
10121650,42,male,3
10418145,51,female,3
10255309,20,female,0
10272968,36,male,2
10193745,44,male,3
10891362,23,male,1
10643985,54,female,3
10493830,23,female,1
10732700,39,female,2
10270810,20,male,0
10902207,28,male,1
10913934,20,male,0
10168758,34,male,2
10076464,39,male,2
10278428,25,male,1
10801363,27,male,1
10108327,35,male,2
10677155,30,female,1
10018817,44,female,3
10501951,39,male,2
10224263,40,male,2
10123282,48,female,3
10024998,28,female,1
10174346,16,female,0
10672358,34,female,2
10155423,49,male,3
10012797,24,female,1
10731617,29,female,1
10008024,25,female,1
10881205,35,female,2
10085105,29,male,1
10079911,43,female,3
10199325,37,male,2
10069301,22,female,1
10136947,36,male,2
10716839,33,male,2
10395356,52,male,3
10435050,26,male,1
10843704,25,male,1
10065333,49,male,3
10002813,37,male,2
10098846,19,female,0
10091347,39,female,2
10204741,21,female,1
10523548,51,female,3
10288646,17,female,0
10063885,22,female,1
10800798,38,male,2
10160433,51,female,3
10201009,20,female,0
10095254,24,female,1
10133107,34,female,2
10150664,40,male,2
10011463,36,female,2
10012746,32,female,2
10243850,44,female,3
10814185,20,female,0
10076046,43,male,3
10030132,39,female,2
10107768,29,male,1
10026909,24,female,1
10076927,23,female,1
10483876,23,male,1
10931376,19,female,0
10493372,22,male,1
10651248,29,female,1
10086143,29,male,1
10300903,22,female,1
10028546,33,female,2
10726854,37,female,2
10105764,44,female,3
10105592,29,female,1
10582205,48,male,3
10250467,47,male,3
10084846,22,male,1
10059530,28,male,1
10030969,39,female,2
10816771,40,male,2
10037217,36,female,2
10043336,23,female,1
10635365,42,female,3
10068910,26,female,1
10288841,38,male,2
10426311,50,male,3
10392494,46,male,3
10015268,27,female,1
10078759,43,female,3
10627976,36,male,2
10121158,33,male,2
10192722,46,female,3
10148219,30,male,1
10012609,27,female,1
10422740,20,female,0
10853141,20,male,0
10228736,22,male,1
10004642,48,male,3
10064478,38,male,2
10562395,28,male,1
10074479,39,female,2
10096996,36,male,2
10054623,45,male,3
10174360,37,male,2
10562197,27,male,1
10294679,32,male,2
10081071,22,female,1
10877648,29,female,1
10682448,45,female,3
10380775,24,female,1
10022249,24,female,1
10612123,48,female,3
10167936,45,female,3
10048831,29,male,1
10485805,28,female,1
10424397,34,female,2
10859312,21,female,1
10036902,53,male,3
10029979,37,female,2
10418816,50,female,3
10184170,51,male,3
10831905,38,male,2
10105221,32,female,2
10053176,32,female,2
10025514,33,female,2
10501674,25,female,1
10349804,33,female,2
10200519,32,female,2
10053410,50,female,3
10267205,43,female,3
10666112,40,male,2
10029370,30,female,1
10192484,49,male,3
10078085,44,female,3
10136485,39,male,2
10215406,49,female,3
10052959,35,female,2
10508972,26,female,1
10108767,23,female,1
10778617,39,male,2
10251854,35,male,2
10737040,37,male,2
10927818,18,male,0
11070836,20,female,0
10107094,39,male,2
10289109,35,male,2
10926325,23,male,1
10152662,33,male,2
10077243,27,male,1
10045593,24,female,1
10257676,34,female,2
10100975,24,female,1
10109813,33,female,2
10417558,53,male,3
10108497,39,male,2
10648996,22,female,1
10064785,33,female,2
10045679,29,male,1
10372212,44,male,3
10193799,41,male,3
10684293,21,male,1
10597896,37,male,2
10019442,34,female,2
10497550,33,male,2
10034264,27,female,1
10037953,48,male,3
10138635,52,male,3
10485839,33,female,2
10927250,25,male,1
10232359,42,male,3
10209324,28,female,1
10022871,26,female,1
10447037,52,female,3
10104923,39,female,2
10179993,30,female,1
10214276,38,male,2
10010391,29,male,1
10835631,22,male,1
10006780,31,female,2
10020817,35,male,2
10023944,40,male,2
10295121,37,male,2
10012941,37,female,2
10186075,50,male,3
10561953,23,female,1
10062023,37,female,2
10069684,34,female,2
10199224,49,male,3
10723442,27,male,1
10844708,21,male,1
10238781,43,male,3
10262759,29,male,1
10417647,40,female,2
10081787,23,female,1
10027143,50,male,3
10496575,30,male,1
10087201,34,male,2
10684341,23,female,1
10683613,32,female,2
10235456,42,male,3
11115135,40,male,2
10042949,31,male,2
10363901,39,female,2
10706817,27,female,1
10183076,40,male,2
10654485,33,male,2
10679082,28,female,1
10458950,35,male,2
10041446,21,female,1
10778592,38,male,2
11080572,22,male,1
10052116,37,male,2
10422851,42,female,3
10073896,22,female,1
10673049,33,female,2
10208610,21,female,1
10130056,37,male,2
10668984,48,male,3
10036658,34,female,2
10907875,36,male,2
10190199,40,male,2
10865244,41,female,3
10471754,42,male,3
10016108,25,male,1
10382329,24,male,1
10091668,37,male,2
10576689,21,male,1
10733298,32,female,2
10462365,24,female,1
10138126,42,male,3
11110559,29,female,1
10508140,23,female,1
10075611,24,female,1
10266679,48,male,3
10095393,23,male,1
10680561,31,female,2
10028116,41,female,3
10008282,21,male,1
10361081,49,male,3
10831012,23,male,1
10057336,33,female,2
10225858,38,male,2
10348132,23,female,1
10852926,37,female,2
10837394,21,female,1
10663125,21,male,1
11068705,41,female,3
10080817,29,female,1
10078156,44,female,3
10240339,28,male,1
10740150,38,male,2
10787593,33,male,2
10133739,35,female,2
10022016,35,male,2
10372717,24,male,1
10824477,32,male,2
10505664,22,male,1
10015212,30,female,1
10557894,40,male,2
10358506,40,female,2
10005343,29,male,1
10268094,30,male,1
11078916,30,male,1
10096840,35,male,2
10303336,43,female,3
10024982,26,female,1
10141886,47,male,3
10003788,34,male,2
10017114,31,female,2
10038781,30,female,1
10003503,34,female,2
10067304,31,female,2
10108376,32,female,2
10301798,40,male,2
10165990,35,male,2
11093142,24,male,1
10069912,33,female,2
10080076,22,female,1
10535895,26,female,1
10139783,47,female,3
10068523,28,female,1
10027079,37,male,2
10006655,33,female,2
10224977,41,male,3
10802672,32,male,2
10083134,19,female,0
10677941,47,female,3
10269522,40,male,2
10086506,44,male,3
10079426,29,male,1
10373979,33,male,2
10305714,33,male,2
10209340,24,male,1
10034118,29,female,1
10059986,37,female,2
10136306,40,male,2
10413970,52,male,3
10485988,43,female,3
10765138,43,female,3
10579451,48,female,3
10167041,46,male,3
10583118,21,female,1
10541737,46,male,3
10090470,24,female,1
10054970,45,female,3
10087322,20,female,0
10046224,42,female,3
10092368,27,female,1
10123580,35,male,2
10077959,32,male,2
10238494,36,male,2
10175339,39,male,2
10076457,41,male,3
10625820,51,female,3
10713556,24,male,1
10381154,52,male,3
10000431,33,female,2
10055287,31,female,2
10096812,40,male,2
10108630,28,male,1
10064351,30,male,1
10048233,34,male,2
10001388,38,male,2
10308288,24,male,1
10209219,36,female,2
10249710,53,male,3
10081818,26,male,1
10373390,28,male,1
10044576,34,male,2
10629052,21,male,1
10041537,24,female,1
10064318,24,male,1
10018576,30,female,1
10275556,26,male,1
10496028,19,female,0
10094108,29,female,1
10676326,24,male,1
10228788,23,female,1
10252310,51,male,3
10013878,37,female,2
10832420,29,male,1
10925799,28,male,1
10033263,24,female,1
10837807,19,male,0
10961997,20,female,0
10075340,27,male,1
10008723,42,female,3
10388220,41,female,3
10103190,24,female,1
10843435,36,male,2
10409171,34,female,2
10209285,46,male,3
10854262,38,male,2
10867318,40,male,2
10333012,49,female,3
10101247,49,male,3
10011743,24,female,1
10105819,20,male,0
10010491,42,male,3
10183596,50,male,3
10560763,25,female,1
10165201,30,male,1
10374048,23,male,1
10016062,23,male,1
10087757,46,male,3
11119670,11,female,0
10089877,32,male,2
10680346,26,female,1
10043047,34,male,2
10023481,49,female,3
10592788,38,female,2
10122950,22,male,1
10637338,52,male,3
10055714,24,female,1
10838711,25,female,1
10047460,26,female,1
10029851,25,male,1
10793428,52,male,3
10574939,47,male,3
10068708,35,male,2
10312431,42,male,3
10163325,54,male,3
10025131,25,female,1
10217621,32,male,2
10573801,54,male,3
10256713,34,female,2
10098462,21,female,1
10073115,37,female,2
10576887,25,female,1
10598958,30,male,1
10077284,33,female,2
10037255,54,male,3
10769995,34,male,2
10104455,27,female,1
10011469,27,female,1
10011114,42,female,3
10578434,41,female,3
10092184,25,male,1
10020436,37,female,2
10897894,39,female,2
10369287,29,male,1
10185912,54,male,3
10083820,32,female,2
10107485,30,female,1
10056851,28,female,1
10055769,26,female,1
10158436,25,male,1
10014812,41,female,3
11071154,25,male,1
10036635,24,female,1
10227987,27,female,1
10940342,54,male,3
10233987,22,male,1
10963363,38,female,2
10163303,45,male,3
10012556,32,female,2
10024312,36,female,2
10013675,36,female,2
10010971,27,female,1
10021634,34,female,2
10001112,32,male,2
10267426,35,female,2
10006817,33,female,2
10349067,23,female,1
10213070,19,female,0
10274878,41,male,3
10179421,36,male,2
10189259,31,male,2
10210455,46,male,3
10035434,36,male,2
10531189,25,female,1
10066466,32,female,2
10724039,51,male,3
10783382,35,male,2
10017116,24,female,1
10520679,23,male,1
10040625,26,female,1
10074555,23,female,1
10044623,33,female,2
10030466,42,male,3
10087699,25,female,1
10037253,31,female,2
10080321,45,male,3
10332583,15,female,0
10454401,53,male,3
10850236,30,female,1
10331781,19,male,0
10010358,25,female,1
10770018,23,male,1
10154583,37,male,2
10675711,23,male,1
10103929,22,female,1
11051478,37,male,2
10132392,39,male,2
10188130,26,male,1
10016917,50,female,3
10669734,32,female,2
10833559,35,male,2
10401952,25,female,1
10321786,21,female,1
10166451,37,male,2
10072448,28,male,1
10008544,37,male,2
10664945,50,female,3
10143063,37,male,2
10732857,24,male,1
10082773,28,female,1
10487379,33,male,2
10211302,53,male,3
10036016,39,male,2
10168566,43,male,3
10195401,42,female,3
10107213,38,male,2
10397129,34,male,2
10477908,13,male,0
10390979,43,male,3
10036903,37,female,2
10031656,38,female,2
10015908,31,female,2
10876013,20,female,0
10429319,43,female,3
10068192,33,male,2
10667868,28,female,1
10310786,29,male,1
10371182,32,female,2
10669541,29,male,1
10344696,35,female,2
10123937,42,male,3
10021017,39,female,2
10098874,20,female,0
10876093,24,female,1
10339142,21,female,1
10671654,26,female,1
10084930,47,female,3
10679663,30,female,1
10425065,36,female,2
10834336,40,male,2
10736764,37,female,2
10733180,36,male,2
10102327,34,male,2
10197614,35,male,2
10898082,42,male,3
10059897,23,female,1
10045303,34,female,2
10230087,47,male,3
10940798,43,female,3
10092492,36,female,2
10959678,19,female,0
10622424,48,male,3
10101303,32,female,2
10299384,12,female,0
11113484,43,female,3
10090265,26,male,1
10266316,32,male,2
10190826,53,female,3
10380491,21,female,1
10531483,22,female,1
10101517,27,female,1
10098872,34,male,2
10093241,14,female,0
10381540,41,female,3
10510355,32,male,2
11079983,37,male,2
10091868,35,male,2
10028847,35,female,2
10110291,37,female,2
10890132,32,male,2
10038492,50,male,3
10130250,50,male,3
10591329,29,female,1
10810710,24,male,1
10024820,34,male,2
10968392,51,male,3
10099475,28,female,1
10122004,42,male,3
10031732,25,female,1
10119234,20,female,0
10207247,37,female,2
10037107,35,female,2
10364565,28,male,1
10122501,45,male,3
10635396,31,female,2
10061734,36,male,2
10568199,31,male,2
10036951,42,female,3
10735358,39,female,2
10672144,41,male,3
10263957,49,male,3
10143275,46,male,3
10233794,35,male,2
10634655,42,female,3
10026211,24,male,1
10189760,32,male,2
10059851,27,female,1
10113760,34,female,2
10303328,35,female,2
10001820,48,male,3
10094224,30,female,1
10015902,23,female,1
10167078,48,male,3
10250798,48,female,3
10364364,20,female,0
10300948,36,male,2
10629380,36,male,2
10785819,37,male,2
10087724,32,male,2
10174787,39,male,2
10854411,32,male,2
10115607,38,male,2
11132745,20,male,0
10360255,26,female,1
10149306,42,female,3
10570605,23,male,1
10505359,28,male,1
10682362,33,male,2
10012904,26,female,1
10411484,44,male,3
10490066,23,male,1
10113305,33,female,2
10194420,33,male,2
10076194,38,male,2
10191518,39,male,2
10373329,24,male,1
10021239,29,female,1
10024748,33,female,2
10962158,30,male,1
10130188,45,male,3
10134227,45,male,3
10098824,34,female,2
10057086,28,male,1
10105491,32,male,2
10055243,33,male,2
10007948,37,male,2
10122342,44,male,3
10170851,41,female,3
10048582,37,female,2
10566331,54,male,3
10397834,25,female,1
10854367,30,male,1
10103150,54,female,3
10178862,29,male,1
10173478,43,male,3
11079960,36,male,2
10081199,25,female,1
10028165,24,female,1
10031564,34,female,2
10356083,45,male,3
10667872,46,female,3
10024391,34,male,2
10020596,43,male,3
10008745,21,female,1
10652403,26,female,1
11054354,25,male,1
10250988,40,female,2
10655157,31,male,2
